Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Spencer Dinwiddie (26936335),Spencer Dinwiddie,26936335,PG/G/UTIL,7300,BKN@MIN 03/10/2023 08:00PM ET,BKN,32.62
PF,Jerami Grant (26936338),Jerami Grant,26936338,PF/F/UTIL,7200,POR@PHI 03/10/2023 07:00PM ET,POR,33.32
PG/SG,Anfernee Simons (26936341),Anfernee Simons,26936341,PG/SG/G/UTIL,7100,POR@PHI 03/10/2023 07:00PM ET,POR,33.13
C,Rudy Gobert (26936345),Rudy Gobert,26936345,C/UTIL,7000,BKN@MIN 03/10/2023 08:00PM ET,MIN,33.33
C,Jakob Poeltl (26936347),Jakob Poeltl,26936347,C/UTIL,6900,TOR@LAL 03/10/2023 10:30PM ET,TOR,32.07
PG/SG,D'Angelo Russell (26936349),D'Angelo Russell,26936349,PG/SG/G/UTIL,6900,TOR@LAL 03/10/2023 10:30PM ET,LAL,33.63
SF,Keldon Johnson (26936357),Keldon Johnson,26936357,SF/F/UTIL,6800,DEN@SAS 03/10/2023 08:00PM ET,SAS,33.60
C,Nic Claxton (26936360),Nic Claxton,26936360,C/UTIL,6700,BKN@MIN 03/10/2023 08:00PM ET,BKN,33.04
SF/PF,Scottie Barnes (26936353),Scottie Barnes,26936353,SF/PF/F/UTIL,6700,TOR@LAL 03/10/2023 10:30PM ET,TOR,34.75
C,Zach Collins (26936362),Zach Collins,26936362,C/UTIL,6600,DEN@SAS 03/10/2023 08:00PM ET,SAS,24.02
C,Clint Capela (26936364),Clint Capela,26936364,C/UTIL,6500,ATL@WAS 03/10/2023 07:00PM ET,ATL,31.60
PF,Aaron Gordon (26936366),Aaron Gordon,26936366,PF/F/UTIL,6400,DEN@SAS 03/10/2023 08:00PM ET,DEN,32.93
PG,Dennis Schroder (26936369),Dennis Schroder,26936369,PG/G/UTIL,6300,TOR@LAL 03/10/2023 10:30PM ET,LAL,24.45
C,Jarrett Allen (26936372),Jarrett Allen,26936372,C/UTIL,6200,CLE@MIA 03/10/2023 08:00PM ET,CLE,33.13
